"scientificName","taxonKey","rank","taxonomicStatus","kingdom","includes","gbifKey"
"Cucurbita moschata",7393329,"SPECIES","ACCEPTED","Plantae","7393329: Cucurbita moschata (Duchesne) Duchesne ex Poir. | 2874509: Cucurbita moschata Duchesne",152546195
"Cucurbita pepo",2874508,"SPECIES","ACCEPTED","Plantae","2874508: Cucurbita pepo L.",152546196
"Cullen americanum",2948921,"SPECIES","ACCEPTED","Plantae","2948923: Psoralea americana L.",152545228
"Cumminsiella mirabilissima",2516075,"SPECIES","ACCEPTED","Fungi","2516079: Puccinia mirabilissima Peck",152543171
"Cuscuta epilinum",2927530,"SPECIES","ACCEPTED","Plantae","2927530: Cuscuta epilinum Weihe",152545022
"Cuscuta gronovii",7694392,"SPECIES","ACCEPTED","Plantae","2927492: Cuscuta gronovii Willd. ex Schult.",152545018
"Cuscuta lupuliformis",3678256,"SPECIES","ACCEPTED","Plantae","3678256: Cuscuta lupuliformis Krock.",152545019
"Cuscuta suaveolens",2927484,"SPECIES","ACCEPTED","Plantae","2927484: Cuscuta suaveolens Ser.",152545020
"Cyanochen cyanoptera",2498380,"SPECIES","ACCEPTED","Animalia","2498380: Cyanochen cyanoptera (Ruppell, 1845)",159747070
"Cyanopica cooki",NA,NA,NA,NA,NA,159747326
"Cyanoramphus novaezelandiae",5229110,"SPECIES","ACCEPTED","Animalia","5229110: Cyanoramphus novaezelandiae (Sparrman, 1787)",159747367
"Cyclachaena xanthiifolia",3141890,"SPECIES","ACCEPTED","Plantae","5696453: Iva xanthifolia Nutt.",152543922
"Cyclamen coum",7127354,"SPECIES","ACCEPTED","Plantae","7127354: Cyclamen coum Mill.",152545813
"Cyclamen hederifolium",7127810,"SPECIES","ACCEPTED","Plantae","7127810: Cyclamen hederifolium Aiton",152545814
"Cydalima perspectalis",4532122,"SPECIES","ACCEPTED","Animalia","4532122: Cydalima perspectalis (Walker, 1859)",152544293
"Cydonia oblonga",5362215,"SPECIES","ACCEPTED","Plantae","5362215: Cydonia oblonga Mill.",152544790
"Cygnus atratus",2498344,"SPECIES","ACCEPTED","Animalia","2498344: Cygnus atratus (Latham, 1790)",152543224
"Cygnus buccinator",2498345,"SPECIES","ACCEPTED","Animalia","2498345: Cygnus buccinator Richardson, 1831",159747073
"Cygnus melancoryphus",2498335,"SPECIES","ACCEPTED","Animalia","2498335: Cygnus melancoryphus (Molina, 1782)",159747074
"Cylindroiulus britannicus",NA,NA,NA,NA,NA,152544645
"Cymbalaria muralis",7331861,"SUBSPECIES","ACCEPTED","Plantae","7331861: Cymbalaria muralis subsp. muralis | 5414985: Linaria cymbalaria (L.) Mill.",NA
"Cymbalaria muralis muralis",NA,NA,NA,NA,NA,152545641
"Cymbalaria pallida",5559837,"SPECIES","ACCEPTED","Plantae","5559837: Cymbalaria pallida (Ten.) Wettst.",152545643
"Cynara cardunculus",3112364,"SPECIES","ACCEPTED","Plantae","3112364: Cynara cardunculus L. | 4241131: Cynara cardunculus subsp. flavescens Wiklund",152544242
"Cynara scolymus",3112361,"SPECIES","ACCEPTED","Plantae","3112361: Cynara scolymus L.",152544244
"Cynodon dactylon",6109637,"SPECIES","ACCEPTED","Plantae","6109637: Cynodon dactylon (L.) Pers.",152546799
"Cynoglossum amabile",2925816,"SPECIES","ACCEPTED","Plantae","2925816: Cynoglossum amabile Stapf & Drumm.",152545530
"Cynomys ludovicianus",2437232,"SPECIES","ACCEPTED","Animalia","2437232: Cynomys ludovicianus (Ord, 1815)",152543309
"Cynosurus echinatus",2704394,"SPECIES","ACCEPTED","Plantae","2704394: Cynosurus echinatus L.",152546972
"Cyperus congestus",NA,NA,NA,NA,NA,152546747
"Cyperus cyperoides",2714453,"SPECIES","ACCEPTED","Plantae","2714453: Cyperus cyperoides (L.) Kuntze",152546748
"Cyperus eragrostis",2715482,"SPECIES","ACCEPTED","Plantae","2715482: Cyperus eragrostis Lam.",152546754
"Cyperus esculentus",2716226,"SPECIES","ACCEPTED","Plantae","2716226: Cyperus esculentus L.",152546755
"Cyperus imbricatus",2714233,"SPECIES","ACCEPTED","Plantae","2714233: Cyperus imbricatus Retz.",NA
"Cyperus longus",7070211,"SUBSPECIES","ACCEPTED","Plantae","7070211: Cyperus longus subsp. longus",NA
"Cyperus longus",7421129,"SUBSPECIES","ACCEPTED","Plantae","7421129: Cyperus longus subsp. badius (Desf.) Bonnier & Layens",NA
"Cyperus longus longus",NA,NA,NA,NA,NA,152546744
"Cyperus rotundus",2714818,"SPECIES","ACCEPTED","Plantae","2714818: Cyperus rotundus L.",152546756
"Cyprinus carpio",4286975,"SPECIES","ACCEPTED","Animalia","4286975: Cyprinus carpio Linnaeus, 1758 | 7059109: Cyprinus carpio carpio | 8732936: Cyprinus carpio var. carpio",NA
"Cyrtomium falcatum",2650829,"SPECIES","ACCEPTED","Plantae","2650829: Cyrtomium falcatum (L.fil.) C.Presl",152547222
"Cyrtomium fortunei",2650827,"SPECIES","ACCEPTED","Plantae","2650827: Cyrtomium fortunei J.Sm.",152547223
"Cytisus hirsutus",NA,NA,NA,NA,NA,152545113
"Cytisus multiflorus",7681436,"SPECIES","ACCEPTED","Plantae","7681436: Cytisus multiflorus (L'Hér.) Sweet",152545110
"Cytisus striatus",5354707,"SPECIES","ACCEPTED","Plantae","5354707: Cytisus striatus (Hill) Rothm.",152545112
"Dacelo novaeguineae",2475648,"SPECIES","ACCEPTED","Animalia","2475648: Dacelo novaeguineae (Hermann, 1783)",159747445
"Dactyloctenium aegyptium",2706188,"SPECIES","ACCEPTED","Plantae","2706188: Dactyloctenium aegyptium (L.) Willd.",NA
"Dactyloctenium radulans",NA,NA,NA,NA,NA,152547155
"Dahlia coccinea",5387098,"SPECIES","ACCEPTED","Plantae","5387098: Dahlia coccinea Cav.",152543758
"Dahlia cultorum",NA,NA,NA,NA,NA,152543756
"Dahlia ×cultorum",5701337,"SPECIES","ACCEPTED","Plantae","5701337: Dahlia ×cultorum Thorsrud & Reisaeter",NA
"Dama dama",5220136,"SPECIES","ACCEPTED","Animalia","5220136: Dama dama (Linnaeus, 1758)",152543258
"Danae racemosa",5303891,"SPECIES","ACCEPTED","Plantae","5303891: Danae racemosa (L.) Moench",152546686
"Darmera peltata",3032611,"SPECIES","ACCEPTED","Plantae","3032611: Darmera peltata (Torr. ex Benth.) Voss",152544694
"Dasiphora davurica",8381801,"VARIETY","ACCEPTED","Plantae","8381801: Dasiphora davurica var. mandshurica (Maxim.) Verloove & Lambinon",NA
"Dasiphora fruticosa",5370380,"SPECIES","ACCEPTED","Plantae","7740434: Potentilla fruticosa L. | 5370380: Dasiphora fruticosa (L.) Rydb. | 8276788: Potentilla ×friedrichsenii Späth",152544794
"Dasypyrum villosum",7810452,"SPECIES","DOUBTFUL","Plantae","7810452: Dasypyrum villosum (L.) P.Candargy",152546782
"Datura ferox",7894250,"SPECIES","ACCEPTED","Plantae","7894250: Datura ferox L.",152544970
"Datura innoxia",2928755,"SPECIES","ACCEPTED","Plantae","2928755: Datura innoxia Mill.",152544971
"Datura stramonium",2928751,"SPECIES","ACCEPTED","Plantae","2928751: Datura stramonium L. | 2928753: Datura stramonium var. tatula (L.) Torr. | 6402349: Datura stramonium var. stramonium",152544972
"Daucus aureus",6027382,"SPECIES","ACCEPTED","Plantae","6027382: Daucus aureus Desf.",152544550
"Decaisnea insignis",5686494,"SPECIES","ACCEPTED","Plantae","5686494: Decaisnea insignis (Griff.) Hook.fil. & Thomson",152546380
"Deinandra fasciculata",3145375,"SPECIES","ACCEPTED","Plantae","3145372: Hemizonia fasciculata (DC.) Torr. & A.Gray",NA
"Delosperma cooperi",9376410,"SPECIES","ACCEPTED","Plantae","9376410: Delosperma cooperi (Hook.fil.) L.Bolus",152546018
"Delphinium ajacis",3033833,"SPECIES","ACCEPTED","Plantae","3033830: Consolida ajacis (L.) Schur | 3033833: Delphinium ajacis L.",NA
"Delphinium elatum",3033757,"SPECIES","ACCEPTED","Plantae","3033757: Delphinium elatum L.",NA
"Delphinium orientale",3033829,"SPECIES","ACCEPTED","Plantae","7277406: Consolida hispanica (Costa) Greuter & Burdet | 3033829: Delphinium orientale Gay",NA
"Dendrocoelum romanodanubiale",4344674,"SPECIES","ACCEPTED","Animalia","4344674: Dendrocoelum romanodanubiale (Codreanu, 1949)",152543178
"Dendrocygna arcuata",2498398,"SPECIES","ACCEPTED","Animalia","2498398: Dendrocygna arcuata (Horsfield, 1824)",159747084
"Dendrocygna autumnalis",2498393,"SPECIES","ACCEPTED","Animalia","2498393: Dendrocygna autumnalis (Linnaeus, 1758)",159747078
"Dendrocygna bicolor",2498402,"SPECIES","ACCEPTED","Animalia","2498402: Dendrocygna bicolor (Vieillot, 1816)",159747082
"Dendrocygna eytoni",2498405,"SPECIES","ACCEPTED","Animalia","2498405: Dendrocygna eytoni (Eyton, 1838)",159747080
"Dendrocygna viduata",2498396,"SPECIES","ACCEPTED","Animalia","2498396: Dendrocygna viduata (Linnaeus, 1766)",159747077
"Deroceras invadens",8745918,"SPECIES","ACCEPTED","Animalia","8745918: Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011",152543607
"Deroceras panormitanum",NA,NA,NA,NA,NA,152543609
"Descurainia pinnata",3044133,"SPECIES","ACCEPTED","Plantae","3044133: Descurainia pinnata (Walter) Britton",152545436
"Desmanthus illinoensis",NA,NA,NA,NA,NA,159748501
"Desmazeria sicula",NA,NA,NA,NA,NA,152546896
"Deutzia scabra",2985965,"SPECIES","ACCEPTED","Plantae","2985965: Deutzia scabra Thunb.",152544946
"Diadumene lineata",4283395,"SPECIES","ACCEPTED","Animalia","4283395: Diadumene lineata (Verrill, 1869)",159747952
"Dianthus barbatus",3085421,"SPECIES","ACCEPTED","Plantae","3085421: Dianthus barbatus L.",152546078
"Dianthus caryophyllus",3085420,"SPECIES","ACCEPTED","Plantae","3085420: Dianthus caryophyllus L.",152546076
"Dianthus giganteus giganteus",NA,NA,NA,NA,NA,152546075
"Dianthus plumarius",3085412,"SPECIES","ACCEPTED","Plantae","3085412: Dianthus plumarius L.",NA
"Dianthus subacaulis",NA,NA,NA,NA,NA,152546073
"Dianthus superbus",6363496,"SPECIES","ACCEPTED","Plantae","6363496: Dianthus superbus L.",NA
"Dicentra formosa",2888553,"SPECIES","ACCEPTED","Plantae","2888553: Dicentra formosa (Andrews) Walp.",152546405
"Dichondra argentea",2928668,"SPECIES","ACCEPTED","Plantae","2928668: Dichondra argentea Humb. & Bonpl. ex Willd.",152545015
"Dichondra micrantha",2928666,"SPECIES","ACCEPTED","Plantae","2928666: Dichondra micrantha Urb.",152545016
"Dichotomyctere fluviatilis",NA,NA,NA,NA,NA,156872745
"Digitaria abyssinica",NA,NA,NA,NA,NA,152546929
"Digitaria aequiglumis",5676646,"SPECIES","ACCEPTED","Plantae","5676646: Digitaria aequiglumis (Hack. & Arechav.) Parodi",152546925
"Digitaria sanguinalis",5289972,"SPECIES","ACCEPTED","Plantae","5289972: Digitaria sanguinalis (L.) Scop. | 5675253: Digitaria sanguinalis subsp. pectiniformis Henrard | 10966302: Digitaria sanguinalis subsp. sanguinalis",152546927
"Digitaria violascens",5289995,"SPECIES","ACCEPTED","Plantae","5289995: Digitaria violascens Link",152546926
"Dikerogammarus villosus",4315705,"SPECIES","ACCEPTED","Animalia","4315705: Dikerogammarus villosus (Sowinsky, 1894)",152543975
"Dimorphotheca jucunda",5402340,"SPECIES","ACCEPTED","Plantae","3093587: Osteospermum jucundum (E.Phillips) Norl.",159748857
"Dimorphotheca pluvialis",5402363,"SPECIES","ACCEPTED","Plantae","5402363: Dimorphotheca pluvialis (L.) Moench",152543793
"Dinebra retroflexa",2703240,"SPECIES","ACCEPTED","Plantae","2703240: Dinebra retroflexa (Vahl) Panz.",152547009
"Diplachne fusca",8257546,"SUBSPECIES","ACCEPTED","Plantae","8257546: Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow",NA
"Diplachne fusca",8369366,"SUBSPECIES","ACCEPTED","Plantae","4122460: Diplachne uninervia (J.Presl) Parodi",NA
"Diplachne fusca fascicularis",NA,NA,NA,NA,NA,152546785
"Diplachne fusca fusca",NA,NA,NA,NA,NA,152546784
"Diplachne fusca uninervia",NA,NA,NA,NA,NA,152546786
"Diplosoma listerianum",NA,NA,NA,NA,NA,159747729
"Diplotaxis erucoides",5376309,"SPECIES","ACCEPTED","Plantae","5376309: Diplotaxis erucoides (L.) DC.",152545348
"Diplotaxis virgata",5376326,"SPECIES","ACCEPTED","Plantae","5376326: Diplotaxis virgata (Cav.) DC.",152545349
"Dipsacus laciniatus",2888814,"SPECIES","ACCEPTED","Plantae","2888814: Dipsacus laciniatus L.",152546316
"Dipsacus sativus",2888816,"SPECIES","ACCEPTED","Plantae","2888816: Dipsacus sativus (L.) Honck.",NA
"Dipsacus strigosus",7443846,"SPECIES","ACCEPTED","Plantae","4104284: Dipsacus strigosus Willd. ex Roem. & Schult.",152546314
"Dittrichia graveolens",3101193,"SPECIES","ACCEPTED","Plantae","3101193: Dittrichia graveolens (L.) Greuter",152544345
"Dittrichia viscosa",3101184,"SPECIES","ACCEPTED","Plantae","3101184: Dittrichia viscosa (L.) Greuter",152544346
"Dolichotis patagonum",2437619,"SPECIES","ACCEPTED","Animalia","2437619: Dolichotis patagonum (Zimmermann, 1780)",152543284
"Doronicum columnae",3143034,"SPECIES","ACCEPTED","Plantae","3143034: Doronicum columnae Ten.",152543934
"Dorycnium hirsutum",NA,NA,NA,NA,NA,152545199
"Doryopteris raddiana",NA,NA,NA,NA,NA,152547201
"Dorypteryx domestica",1031742,"SPECIES","ACCEPTED","Animalia","1031742: Dorypteryx domestica (Smithers, 1958)",152544599
"Dorypteryx longipennis",4401285,"SPECIES","ACCEPTED","Animalia","4401285: Dorypteryx longipennis Smithers, 1991",152544597
"Dorypteryx pallida",NA,NA,NA,NA,NA,152544600
"Dracocephalum moldavica",2927222,"SPECIES","ACCEPTED","Plantae","2927222: Dracocephalum moldavica L.",NA
"Dracocephalum parviflorum",2927220,"SPECIES","ACCEPTED","Plantae","2927220: Dracocephalum parviflorum Nutt.",152545758
"Dracocephalum thymiflorum",NA,NA,NA,NA,NA,152545756
"Dreissena bugensis",NA,NA,NA,NA,NA,154367717
"Dreissena polymorpha",2287072,"SPECIES","ACCEPTED","Animalia","2287072: Dreissena polymorpha (Pallas, 1771)",NA
"Dromaius novaehollandiae",2495134,"SPECIES","ACCEPTED","Animalia","2495134: Dromaius novaehollandiae (Latham, 1790)",159746940
"Drosanthemum floribundum",3084872,"SPECIES","ACCEPTED","Plantae","3084872: Drosanthemum floribundum (Haw.) Schwantes",NA
"Drosera linearis",NA,NA,NA,NA,NA,152545886
"Dryopteris cycadina",7319302,"SPECIES","ACCEPTED","Plantae","7319302: Dryopteris cycadina (Franch. & Sav.) C.Chr.",152547215
"Dryopteris erythrosora",7157952,"SPECIES","ACCEPTED","Plantae","7157952: Dryopteris erythrosora (D.C.Eaton) Kuntze",152547214
"Dysphania ambrosioides",5568446,"SPECIES","ACCEPTED","Plantae","3083836: Chenopodium ambrosioides L. | 5568446: Dysphania ambrosioides (L.) Mosyakin & Clemants",152545911
"Dysphania anthelmintica",5568442,"SPECIES","ACCEPTED","Plantae","5568442: Dysphania anthelmintica (L.) Mosyakin & Clemants",152545918
"Dysphania botrys",5568428,"SPECIES","ACCEPTED","Plantae","3083858: Chenopodium botrys L. | 5568428: Dysphania botrys (L.) Mosyakin & Clemants",152545917
"Dysphania carinata",5568424,"SPECIES","ACCEPTED","Plantae","3083833: Chenopodium carinatum R.Br. | 5568424: Dysphania carinata (R.Br.) Mosyakin & Clemants",152545916
"Dysphania glomulifera",7707087,"SPECIES","ACCEPTED","Plantae","7707087: Dysphania glomulifera (Nees) Paul G.Wilson",NA
"Dysphania multifida",5568361,"SPECIES","ACCEPTED","Plantae","3083880: Chenopodium multifidum L.",152545914
"Dysphania pumilio",5568339,"SPECIES","ACCEPTED","Plantae","3083831: Chenopodium pumilio R.Br. | 5568339: Dysphania pumilio (R.Br.) Mosyakin & Clemants",152545913
"Dysphania schraderiana",5568322,"SPECIES","ACCEPTED","Plantae","5568322: Dysphania schraderiana (Schult.) Mosyakin & Clemants | 3083909: Chenopodium schraderianum Roem. ex Schult.",152545912
"Ecballium elaterium",2874680,"SPECIES","ACCEPTED","Plantae","2874680: Ecballium elaterium (L.) A.Rich.",NA
"Echinaria capitata",NA,NA,NA,NA,NA,152546801
"Echinochloa colona",2702812,"SPECIES","ACCEPTED","Plantae","2702812: Echinochloa colona (L.) Link",152546995
"Echinochloa crus-galli",2702808,"SPECIES","ACCEPTED","Plantae","2702808: Echinochloa crus-galli (L.) P.Beauv. | 7226834: Echinochloa crus-galli subsp. crus-galli",152546997
"Echinochloa esculenta",2702798,"SPECIES","ACCEPTED","Plantae","2702798: Echinochloa esculenta (A.Braun) H.Scholz",152546996
"Echinochloa frumentacea",2702822,"SPECIES","ACCEPTED","Plantae","2702822: Echinochloa frumentacea Link",152546994
"Echinochloa inundata",NA,NA,NA,NA,NA,152546992
"Echinochloa muricata",2702816,"SPECIES","ACCEPTED","Plantae","2702816: Echinochloa muricata (P.Beauv.) Fernald | 6313067: Echinochloa muricata subsp. microstachya (Wiegand) Jauzein | 9308029: Echinochloa muricata subsp. muricata | 4118560: Echinochloa muricata var. wiegandii (Fassett) Mohlenbr. | 4270675: Echinochloa muricata var. muricata",159747684
"Echinochloa muricata",4270675,"VARIETY","ACCEPTED","Plantae","4270675: Echinochloa muricata var. muricata",159747684
"Echinochloa muricata muricata",NA,NA,NA,NA,NA,152546991
"Echinochloa oryzoides",2702820,"SPECIES","ACCEPTED","Plantae","2702817: Echinochloa oryzicola Vasinger",159747683
"Echinocystis lobata",NA,NA,NA,NA,NA,152546189
"Echinogammarus berilloni",4315760,"SPECIES","ACCEPTED","Animalia","4315760: Echinogammarus berilloni (Catta, 1878)",NA
"Echinogammarus trichiatus",4417131,"SPECIES","ACCEPTED","Animalia","4417131: Echinogammarus trichiatus (Martynov, 1932)",152543968
"Echinops bannaticus",5392859,"SPECIES","ACCEPTED","Plantae","5392859: Echinops bannaticus Rochel ex Schrad.",152543670
"Echinops exaltatus",5392683,"SPECIES","ACCEPTED","Plantae","5392683: Echinops exaltatus Schrad.",152543673
"Echinops sphaerocephalus",5392883,"SPECIES","ACCEPTED","Plantae","5392883: Echinops sphaerocephalus L.",152543672
"Echinopsis albispinosa",NA,NA,NA,NA,NA,152545883
"Echinothrips americanus",NA,NA,NA,NA,NA,152544431
"Echium plantagineum",2925895,"SPECIES","ACCEPTED","Plantae","2925895: Echium plantagineum L.",152545532
"Eclectus roratus",2480075,"SPECIES","ACCEPTED","Animalia","2480075: Eclectus roratus (Statius Muller, 1776)",159747394
"Eclipta prostrata",5384950,"SPECIES","ACCEPTED","Plantae","5384950: Eclipta prostrata (L.) L.",159748835
"Ectopsocus briggsi",1031400,"SPECIES","ACCEPTED","Animalia","1031400: Ectopsocus briggsi McLachlan, 1899",152544636
"Ectopsocus petersi",1031394,"SPECIES","ACCEPTED","Animalia","1031394: Ectopsocus petersi Smithers, 1978",152544634
"Egeria densa",5329260,"SPECIES","ACCEPTED","Plantae","5329260: Egeria densa Planch.",152546565
"Egretta novaehollandiae",2480897,"SPECIES","ACCEPTED","Animalia","2480897: Egretta novaehollandiae (Latham, 1790)",159747477
"Eichhornia crassipes",2765940,"SPECIES","ACCEPTED","Plantae","2765940: Eichhornia crassipes (Mart.) Solms",152546730
"Elaeagnus angustifolia",3039269,"SPECIES","ACCEPTED","Plantae","3039269: Elaeagnus angustifolia L.",NA
"Elaeagnus macrophylla",NA,NA,NA,NA,NA,152544751
"Elaeagnus multiflora",3039272,"SPECIES","ACCEPTED","Plantae","3039272: Elaeagnus multiflora Thunb.",152544753
"Elaeagnus pungens",3039270,"SPECIES","ACCEPTED","Plantae","3039270: Elaeagnus pungens Thunb.",159748198
"Elaeagnus submacrophylla",NA,NA,NA,NA,NA,152544752
"Elaeagnus umbellata",3039267,"SPECIES","ACCEPTED","Plantae","3039267: Elaeagnus umbellata Thunb.",159748199
"Elaeagnus ×submacrophylla",4048240,"SPECIES","ACCEPTED","Plantae","4048240: Elaeagnus ×submacrophylla Serv. | 7293098: Elaeagnus ×ebbingei J.Door.",NA
"Elaphe quatuorlineata",9099408,"SPECIES","ACCEPTED","Animalia","7190632: Elaphe quatuorlineata quatuorlineata",NA
"Elatine alsinastrum",5646136,"SPECIES","ACCEPTED","Plantae","5646136: Elatine alsinastrum L.",NA
"Eleocharis engelmannii",2716838,"SPECIES","ACCEPTED","Plantae","2716838: Eleocharis engelmannii Steud.",152546776
"Eleocharis mamillata",2717402,"SUBSPECIES","ACCEPTED","Plantae","2717405: Eleocharis austriaca Hayek",NA
"Eleocharis mamillata austriaca",NA,NA,NA,NA,NA,159747332
"Eleocharis obtusa",2717467,"SPECIES","ACCEPTED","Plantae","2717467: Eleocharis obtusa (Willd.) Schult.",152546777
"Eleusine africana",NA,NA,NA,NA,NA,159747740
"Eleusine coracana",2705957,"SPECIES","ACCEPTED","Plantae","2705957: Eleusine coracana (L.) Gaertn.",152547027
"Eleusine indica",2705953,"SPECIES","ACCEPTED","Plantae","2705953: Eleusine indica (L.) Gaertn.",152547028
"Eleusine tristachya",2705955,"SPECIES","ACCEPTED","Plantae","2705955: Eleusine tristachya (Lam.) Lam.",152547026
"Ellisiophyllum pinnatum",7333320,"SPECIES","ACCEPTED","Plantae","7333320: Ellisiophyllum pinnatum (Wall. ex Benth.) Makino",152545637
"Elodea canadensis",2865448,"SPECIES","ACCEPTED","Plantae","2865448: Elodea canadensis Michx.",152546573
"Elodea nuttallii",5329212,"SPECIES","ACCEPTED","Plantae","5329212: Elodea nuttallii (Planch.) H.St.John",152546572
"Elsholtzia ciliata",NA,NA,NA,NA,NA,152545750
"Elymus canadensis",5290282,"SPECIES","ACCEPTED","Plantae","5290282: Elymus canadensis L.",152546890
"Emilia fosbergii",NA,NA,NA,NA,NA,152543779
"Emys orbicularis",8909809,"SPECIES","ACCEPTED","Animalia","8909809: Emys orbicularis (Linnaeus, 1758)",NA
"Enderleinellus kumadai",NA,NA,NA,NA,NA,152544591
"Ensis directus",2287249,"SPECIES","ACCEPTED","Animalia","2287249: Ensis directus (Conrad, 1844)",152543805
"Ensis leei",8485639,"SPECIES","ACCEPTED","Animalia","2287253: Ensis americanus (Gould, 1870) | 8485639: Ensis leei M.Huber, 2015",159747921
"Enteropogon acicularis",NA,NA,NA,NA,NA,152546790
"Ephedra distachya",2653321,"SPECIES","ACCEPTED","Plantae","2653321: Ephedra distachya L.",NA
"Epilobium brachycarpum",3189073,"SPECIES","ACCEPTED","Plantae","3189073: Epilobium brachycarpum C.Presl",152543502
